,name,steps,cuisine
12774,chana ki dal aur karailay,"in a saucepan, combine the soaked chana dal, 1 tablespoon ginger garlic paste, turmeric powder and red chili powder.  add water; the water should cover the lentils entirely. bring to a boil then lower to a gentle simmer for about 35-40 minutes. add salt half-way through the cooking process (it will bring out the natural flavor of the lentils and the lentils will be more tender) and keep stirring every now and then so the lentils don't stick to the bottom of the pot. the liquid should have evaporated. remove any liquid (if any). take the bitter gourds and peel off the skin. cut each bitter gourd longways and de-seed them. sprinkle salt all over the bitter gourds to cover them well with salt. set aside for at least 3 hours. now wash bitter gourd. heat the oil and fry bittergourds in oil on medium heat until they turn golden.now add sliced onions,fry bitter gourd with oil,tomatoes and green chillies in dal. and simmer for another five minutes on low heat. serve with roties.",Indian
12775,ghee (usli ghee),"in a heavy saucepan, melt the butter over very low heat; so not stir. when butter is completely melted, increase heat just enough to bring to boiling.  stir once and immediately reduce the heat to low.  simmer the butter, uncovered, for 30 minutes. line a strainer with several layers of clean cheesecloth. strain the clear liquid through it, making sure none of the solids in the bottom of the pan goes through.  pour into a clean jar.  cover and label.  store in the refrigerator.",Indian
12776,honey-cardamom glazed carrots,"bring carrots in salted water to a boil and cook until just before done.  strain and place in ice water (skip the ice water if serving immediately). before serving, melt butter in a sauté pan over medium heat.  add carrots to heat through and finish cooking. add honey and cardamom, toss, adjust salt and serve.",Indian
12777,tikka marinade vegan!,blend all of the above ingredients in blender. add your fake meat or real meat cut into chunks and chill for several hours. leaving a lot of marinade on grill bake or fry dependent on cooking times for your specific fake meat or meat. ta da!  serve in a nann with salad and tomato and mango chutney. heaven.,Indian
12778,curried creamed cabbage,"place cabbage in saucepan and cover with at least 1"" water. bring to a boil and simmer 5 minutes.  drain cabbage. in a skillet, melt butter over lowheat, and add curry powder, flour, salt, and pepper. cook, stirring, for 2 minutes; remove from heat. add milk slowly, while stirring to avoid lumping, and return to heat. bring to a boil, stirring constantly. when thickened, stir cabbage into sauce and serve hot.",Indian
12779,pork vindaloo (2),"melt the ghee ( or butter) in a large pan and fry the onions till golden. add the diced pork and fry to seal in the juices. reduce the heat and add the paprika, turmeric, fenugreek seeds, ginger, chillies, and the salt. add the water, cover with a lid and simmer for about 30 mins till the meat is cooked. in a little water soak the tamarind to release the flavour and form a pulp. bring the pan to the boil and add tamarind pulp, garam masala, bay leaves, cardamoms and the cloves. stir well, reduce heat to low and cook 30 minutes.",Indian
12780,fruit savarin,"put maida and yeast in a bowl. pour water and mix. add in the eggs, salt, icing sugar and butter. mix well. keep aside for 25 miutes. now grease 2 moulds and pour the batter in this. bake at 180 degrees for 25 minutes. dip the baked savarins in sugar syrup. now put 2 tbsp whipped cream and 1 tbsp custard in a bowl. make a small hole in each of the savarins in the center. put the whipped cream and custard mixture in the hole of each savarin. garnish with strawberries and other seasonal fruits. serve!",Indian
12781,parsee red chicken curry,"if you have kashiri chilies, soak them in water for 15 minutes. combine cumin, coriander and sesame seeds, cloves, peppercorns,  cardamoms, ginger, garlic, onions and chopped chilies in a blender or food processor.  puree to a smooth paste, add a little bit of water if necessary. heat oil in pot.  when hot add spice paste and fry with cinnamon stick for 5 minutes. add the chicken and fry for 5 minutes. (remove cinnamon stick). add tomatoes and 1 teaspoon salt.  fry 5 more minutes. add coconut milk and simmer until chicken is almost done. add vinegar and masala. taste for salt.  if it is too spicy add some peeled cubed of potato.  the sauce can be diluted with 1/2 - 3/4  cup water.",Indian
12782,spicy green chutney for vegetarian grilled sandwiches,put everything in a blender. cover and process until smooth. apply on white or brown bread sandwiches for a nice snack or breakfast.,Indian
12783,chai ice cream,"in a medium-sized pot, place 1/2 of the sugar, the tea and spices (spice amounts may be adjusted to your taste).  add the milk and stir well.  boil gently for about 5 minutes, or until the liquid is reduced minimally. while the tea is warming, whisk together egg yolks, remaining sugar, and pinch of salt. pour the chai mixture slowly through a seive into the eggs, whisking vigorously (otherwise the eggs will curdle). return the mixture to the pot (after removing chai sediment).  heat the custard, stirring gently, until about 170 degrees f.  monitor carefully, as the eggs will scramble if too hot! place pan in an ice-bath to cool quickly, then cool in the refridgerator for about an hour. transfer to ice-cream maker and freeze according to directions. if using, stir in chocolate chips near the end of the freezing process.",Indian
12784,pineapple pudding,"make jelly as per the instructions on the packet. the jelly should be only 4 cms thick. put it in two square dishes to set in the refrigerator. once set, cut into cubes and scoop it together with a spoon. cut the pineapple into thin triangular pieces. refrigerate. whip the cream till it becomes real creamy. add the condensed milk to it and whip on slow speed till its well mixed with the cream. add in the pineapple pieces and jelly cubes. mix slowly with a spoon. refrigerate for 4 hours to allow the pineapple flavour to blend with the cream. while serving, mix slowly and serve in dessert bowls. garnish with pineapple pieces and a maraschino cherry to add presentation!",Indian
12785,pork oolarthathu,"mix pork, chili powder, coriander, turmeric, black pepper, ginger, and yogurt in a bowl or plastic bag. marinate 4 hours for best flavor. cook pork on low heat in a covered pan/pot (dutch oven works great) with no water and as little oil as possible. avoid excessive stirring. remove pork when cooked. increase pan to medium heat. add and heat oil. add mustard seeds and curry leaves and stir, cooking until fragrant. add onion and cook until browned. add pork to reheat. serve hot with curried vegetables and basmati rice.",Indian
12786,dum ka chicken,"heat oil in a pan &amp; fry onions till brown. remove the fried onions, set aside. in the same oil, add 1 tablespoon of garam masala , ginger-garlic paste, red chilli powder, turmeric powder, salt and chicken. fry for 10 minute. in a mortar and pestle, add the cashew nut powder together with the curd and ground it. add to the chicken &amp; cook for 15 min until chicken is tender. when chicken is tender and cooked, return the  chopped fried onions, mint, coriander leaves ,lemon juice, 1 tablespoon of garam masala powder, a pinch of black pepper powder to the pan. cook for a further 5 min on low flame.",Indian
12787,cauliflower dal with panch phoron,"pick over and rinse the lentils and add them to a pot with the water and turmeric. bring to a boil and reduce heat to low. simmer until the dal is tender, about 20 to 35 minutes. when done, add salt and set aside. while the dal is cooking, prepare the vegetables. heat a large, deep skillet, preferably non-stick. when hot, add the canola oil and shake it to spread it around. add the panch phoran and stir. (you may instead use oil spray; spray before and after adding the panch phoran.) when the first seed pops, immediately add the onion, garlic, pepper flakes, and ginger paste. stir and cook until the onion softens, about 2 minutes. add the tomatoes, cauliflower, and water, and stir. cover and cook until the cauliflower is just tender, about 10 minutes. when the dal and cauliflower are both done, add the dal to the cauliflower mixture. stir well, and check seasoning, adding more salt if needed. simmer gently for about 10 minutes to allow flavors to blend. serve hot, over rice if desired.",Indian
